Name,W,L,ERA,G,GS,SV,IP,H,HR,BB,SO
Rick White\whiteri01,2,3,3.81,22,0,1,28.1,26,2,12,20
Matt Whiteside\whitema02,2,3,4.14,28,0,0,37,32,6,17,27
Bob Wickman\wickmbo01,3,5,3.1,69,0,30,72.2,64,1,32,55
Bob Wickman\wickmbo01,2,2,2.93,43,0,16,46,37,1,20,44
Bob Wickman\wickmbo01,1,3,3.38,26,0,14,26.2,27,0,12,11
Marc Wilkins\wilkima01,4,2,5.07,52,0,0,60.1,54,4,43,37
Brian Williams\willibr01,1,1,7.23,29,0,1,42.1,51,6,31,20
Brian Williams\willibr01,1,1,9.62,22,0,1,24.1,28,4,23,14
Brian Williams\willibr01,0,0,4,7,0,0,18,23,2,8,6
Jeff Williams*\willije02,0,0,15.88,7,0,0,5.2,12,1,8,3
Matt Williams*\willima09,0,0,7,11,0,0,9,7,2,13,7
Mike Williams\willimi03,3,4,3.5,72,0,24,72,56,8,40,71
Woody Williams\williwo02,10,8,3.75,23,23,0,168,152,23,54,111
Scott Williamson\willisc01,5,8,3.29,48,10,6,112,92,7,75,136
Kris Wilson\wilsokr01,0,1,4.19,20,0,0,34.1,38,3,11,17
Paul Wilson\wilsopa02,1,4,3.35,11,7,0,51,38,1,16,40
Scott Winchester\winchsc01,0,0,3.68,5,0,0,7.1,10,1,2,3
Matt Wise\wisema01,3,3,5.54,8,6,0,37.1,40,7,13,20
Jay Witasick\witasja01,6,10,5.82,33,25,0,150,178,24,73,121
Jay Witasick\witasja01,3,8,5.94,22,14,0,89.1,109,15,38,67
Jay Witasick\witasja01,3,2,5.64,11,11,0,60.2,69,9,35,54
Bobby Witt\wittbo01,0,1,7.63,7,2,0,15.1,28,4,6,6
Mark Wohlers\wohlema01,1,2,4.5,20,0,0,28,19,3,17,20
Randy Wolf*\wolfra02,11,9,4.36,32,32,0,206.1,210,25,83,160
Kerry Wood\woodke02,8,7,4.8,23,23,0,137,112,17,87,132
Steve Woodard\woodast01,4,10,5.85,40,22,0,147.2,182,26,44,100
Steve Woodard\woodast01,1,7,5.96,27,11,0,93.2,125,16,33,65
Steve Woodard\woodast01,3,3,5.67,13,11,0,54,57,10,11,35
Tim Worrell\worreti01,5,6,2.99,59,0,3,69.1,72,10,29,57
Tim Worrell\worreti01,2,2,7.36,5,0,0,7.1,12,3,5,5
Tim Worrell\worreti01,3,4,2.47,54,0,3,62,60,7,24,52
Jamey Wright\wrighja01,7,9,4.1,26,25,0,164.2,157,12,88,96
Jaret Wright\wrighja02,3,4,4.7,9,9,0,51.2,44,6,28,36
Kelly Wunsch*\wunscke01,6,3,2.93,83,0,1,61.1,50,4,29,51
Esteban Yan\yanes01,7,8,6.21,43,20,0,137.2,158,26,42,111
Ed Yarnall*\yarnaed01,0,0,15,2,1,0,3,5,1,3,1
Masato Yoshii\yoshima01,6,15,5.86,29,29,0,167.1,201,32,53,88
Danny Young*\youngda01,0,1,21,4,0,0,3,5,1,6,0
Tim Young*\youngti01,0,0,6.43,8,0,0,7,7,3,2,6
Chad Zerbe*\zerbech01,0,0,4.5,4,0,0,6,6,1,1,5
Jeff Zimmerman\zimmeje02,4,5,5.3,65,0,1,69.2,80,10,34,74
Barry Zito*\zitoba01,7,4,2.72,14,14,0,92.2,64,6,45,78
